coach_id,journey_id,coach_number,coach_type,class_code,seat_capacity
CO001049,J000098,C3,CHAIR_CAR,CC,78
CO001050,J000098,C4,CHAIR_CAR,CC,78
CO001051,J000098,C5,CHAIR_CAR,CC,78
CO001052,J000098,C6,CHAIR_CAR,CC,78
CO001053,J000098,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001054,J000098,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001055,J000099,C1,CHAIR_CAR,CC,78
CO001056,J000099,C2,CHAIR_CAR,CC,78
CO001057,J000099,C3,CHAIR_CAR,CC,78
CO001058,J000099,C4,CHAIR_CAR,CC,78
CO001059,J000099,C5,CHAIR_CAR,CC,78
CO001060,J000099,C6,CHAIR_CAR,CC,78
CO001061,J000099,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001062,J000099,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001063,J000100,C1,CHAIR_CAR,CC,78
CO001064,J000100,C2,CHAIR_CAR,CC,78
CO001065,J000100,C3,CHAIR_CAR,CC,78
CO001066,J000100,C4,CHAIR_CAR,CC,78
CO001067,J000100,C5,CHAIR_CAR,CC,78
CO001068,J000100,C6,CHAIR_CAR,CC,78
CO001069,J000100,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001070,J000100,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001071,J000101,C1,CHAIR_CAR,CC,78
CO001072,J000101,C2,CHAIR_CAR,CC,78
CO001073,J000101,C3,CHAIR_CAR,CC,78
CO001074,J000101,C4,CHAIR_CAR,CC,78
CO001075,J000101,C5,CHAIR_CAR,CC,78
CO001076,J000101,C6,CHAIR_CAR,CC,78
CO001077,J000101,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001078,J000101,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001079,J000102,C1,CHAIR_CAR,CC,78
CO001080,J000102,C2,CHAIR_CAR,CC,78
CO001081,J000102,C3,CHAIR_CAR,CC,78
CO001082,J000102,C4,CHAIR_CAR,CC,78
CO001083,J000102,C5,CHAIR_CAR,CC,78
CO001084,J000102,C6,CHAIR_CAR,CC,78
CO001085,J000102,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001086,J000102,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001087,J000103,B1,AC_THREE_TIER,3A,64
CO001088,J000103,B2,AC_THREE_TIER,3A,64
CO001089,J000103,B3,AC_THREE_TIER,3A,64
CO001090,J000103,B4,AC_THREE_TIER,3A,64
CO001091,J000103,A1,AC_TWO_TIER,2A,48
CO001092,J000103,A2,AC_TWO_TIER,2A,48
CO001093,J000103,S1,SLEEPER,SL,72
CO001094,J000103,S2,SLEEPER,SL,72
CO001095,J000103,S3,SLEEPER,SL,72
CO001096,J000103,S4,SLEEPER,SL,72
CO001097,J000103,S5,SLEEPER,SL,72
CO001098,J000104,B1,AC_THREE_TIER,3A,64
CO001099,J000104,B2,AC_THREE_TIER,3A,64
CO001100,J000104,B3,AC_THREE_TIER,3A,64
CO001101,J000104,B4,AC_THREE_TIER,3A,64
CO001102,J000104,A1,AC_TWO_TIER,2A,48
CO001103,J000104,A2,AC_TWO_TIER,2A,48
CO001104,J000104,S1,SLEEPER,SL,72
CO001105,J000104,S2,SLEEPER,SL,72
CO001106,J000104,S3,SLEEPER,SL,72
CO001107,J000104,S4,SLEEPER,SL,72
CO001108,J000104,S5,SLEEPER,SL,72
CO001109,J000105,B1,AC_THREE_TIER,3A,64
CO001110,J000105,B2,AC_THREE_TIER,3A,64
CO001111,J000105,B3,AC_THREE_TIER,3A,64
CO001112,J000105,B4,AC_THREE_TIER,3A,64
CO001113,J000105,A1,AC_TWO_TIER,2A,48
CO001114,J000105,A2,AC_TWO_TIER,2A,48
CO001115,J000105,S1,SLEEPER,SL,72
CO001116,J000105,S2,SLEEPER,SL,72
CO001117,J000105,S3,SLEEPER,SL,72
CO001118,J000105,S4,SLEEPER,SL,72
CO001119,J000105,S5,SLEEPER,SL,72
CO001120,J000106,B1,AC_THREE_TIER,3A,64
CO001121,J000106,B2,AC_THREE_TIER,3A,64
CO001122,J000106,B3,AC_THREE_TIER,3A,64
CO001123,J000106,B4,AC_THREE_TIER,3A,64
CO001124,J000106,A1,AC_TWO_TIER,2A,48
CO001125,J000106,A2,AC_TWO_TIER,2A,48
CO001126,J000106,S1,SLEEPER,SL,72
CO001127,J000106,S2,SLEEPER,SL,72
CO001128,J000106,S3,SLEEPER,SL,72
CO001129,J000106,S4,SLEEPER,SL,72
CO001130,J000106,S5,SLEEPER,SL,72
CO001131,J000107,B1,AC_THREE_TIER,3A,64
CO001132,J000107,B2,AC_THREE_TIER,3A,64
CO001133,J000107,B3,AC_THREE_TIER,3A,64
CO001134,J000107,B4,AC_THREE_TIER,3A,64
CO001135,J000107,A1,AC_TWO_TIER,2A,48
CO001136,J000107,A2,AC_TWO_TIER,2A,48
CO001137,J000107,S1,SLEEPER,SL,72
CO001138,J000107,S2,SLEEPER,SL,72
CO001139,J000107,S3,SLEEPER,SL,72
CO001140,J000107,S4,SLEEPER,SL,72
CO001141,J000107,S5,SLEEPER,SL,72
CO001142,J000108,B1,AC_THREE_TIER,3A,64
CO001143,J000108,B2,AC_THREE_TIER,3A,64
CO001144,J000108,B3,AC_THREE_TIER,3A,64
CO001145,J000108,B4,AC_THREE_TIER,3A,64
CO001146,J000108,A1,AC_TWO_TIER,2A,48
CO001147,J000108,A2,AC_TWO_TIER,2A,48
CO001148,J000108,S1,SLEEPER,SL,72
CO001149,J000108,S2,SLEEPER,SL,72
CO001150,J000108,S3,SLEEPER,SL,72
CO001151,J000108,S4,SLEEPER,SL,72
CO001152,J000108,S5,SLEEPER,SL,72
CO001153,J000109,B1,AC_THREE_TIER,3A,64
CO001154,J000109,B2,AC_THREE_TIER,3A,64
CO001155,J000109,B3,AC_THREE_TIER,3A,64
CO001156,J000109,B4,AC_THREE_TIER,3A,64
CO001157,J000109,A1,AC_TWO_TIER,2A,48
CO001158,J000109,A2,AC_TWO_TIER,2A,48
CO001159,J000109,S1,SLEEPER,SL,72
CO001160,J000109,S2,SLEEPER,SL,72
CO001161,J000109,S3,SLEEPER,SL,72
CO001162,J000109,S4,SLEEPER,SL,72
CO001163,J000109,S5,SLEEPER,SL,72
CO001164,J000110,B1,AC_THREE_TIER,3A,64
CO001165,J000110,B2,AC_THREE_TIER,3A,64
CO001166,J000110,B3,AC_THREE_TIER,3A,64
CO001167,J000110,B4,AC_THREE_TIER,3A,64
CO001168,J000110,A1,AC_TWO_TIER,2A,48
CO001169,J000110,A2,AC_TWO_TIER,2A,48
CO001170,J000110,S1,SLEEPER,SL,72
CO001171,J000110,S2,SLEEPER,SL,72
CO001172,J000110,S3,SLEEPER,SL,72
CO001173,J000110,S4,SLEEPER,SL,72
CO001174,J000110,S5,SLEEPER,SL,72
CO001175,J000111,B1,AC_THREE_TIER,3A,64
CO001176,J000111,B2,AC_THREE_TIER,3A,64
CO001177,J000111,B3,AC_THREE_TIER,3A,64
CO001178,J000111,B4,AC_THREE_TIER,3A,64
CO001179,J000111,A1,AC_TWO_TIER,2A,48
CO001180,J000111,A2,AC_TWO_TIER,2A,48
CO001181,J000111,S1,SLEEPER,SL,72
CO001182,J000111,S2,SLEEPER,SL,72
CO001183,J000111,S3,SLEEPER,SL,72
CO001184,J000111,S4,SLEEPER,SL,72
CO001185,J000111,S5,SLEEPER,SL,72
CO001186,J000112,B1,AC_THREE_TIER,3A,64
CO001187,J000112,B2,AC_THREE_TIER,3A,64
CO001188,J000112,B3,AC_THREE_TIER,3A,64
CO001189,J000112,B4,AC_THREE_TIER,3A,64
CO001190,J000112,A1,AC_TWO_TIER,2A,48
CO001191,J000112,A2,AC_TWO_TIER,2A,48
CO001192,J000112,S1,SLEEPER,SL,72
CO001193,J000112,S2,SLEEPER,SL,72
CO001194,J000112,S3,SLEEPER,SL,72
CO001195,J000112,S4,SLEEPER,SL,72
CO001196,J000112,S5,SLEEPER,SL,72
CO001197,J000113,B1,AC_THREE_TIER,3A,64
CO001198,J000113,B2,AC_THREE_TIER,3A,64
CO001199,J000113,B3,AC_THREE_TIER,3A,64
CO001200,J000113,B4,AC_THREE_TIER,3A,64
CO001201,J000113,A1,AC_TWO_TIER,2A,48
CO001202,J000113,A2,AC_TWO_TIER,2A,48
CO001203,J000113,S1,SLEEPER,SL,72
CO001204,J000113,S2,SLEEPER,SL,72
CO001205,J000113,S3,SLEEPER,SL,72
CO001206,J000113,S4,SLEEPER,SL,72
CO001207,J000113,S5,SLEEPER,SL,72
CO001208,J000114,B1,AC_THREE_TIER,3A,64
CO001209,J000114,B2,AC_THREE_TIER,3A,64
CO001210,J000114,B3,AC_THREE_TIER,3A,64
CO001211,J000114,B4,AC_THREE_TIER,3A,64
CO001212,J000114,A1,AC_TWO_TIER,2A,48
CO001213,J000114,A2,AC_TWO_TIER,2A,48
CO001214,J000114,S1,SLEEPER,SL,72
CO001215,J000114,S2,SLEEPER,SL,72
CO001216,J000114,S3,SLEEPER,SL,72
CO001217,J000114,S4,SLEEPER,SL,72
CO001218,J000114,S5,SLEEPER,SL,72
CO001219,J000115,C1,CHAIR_CAR,CC,78
CO001220,J000115,C2,CHAIR_CAR,CC,78
CO001221,J000115,C3,CHAIR_CAR,CC,78
CO001222,J000115,C4,CHAIR_CAR,CC,78
CO001223,J000115,C5,CHAIR_CAR,CC,78
CO001224,J000115,C6,CHAIR_CAR,CC,78
CO001225,J000115,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001226,J000115,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001227,J000116,C1,CHAIR_CAR,CC,78
CO001228,J000116,C2,CHAIR_CAR,CC,78
CO001229,J000116,C3,CHAIR_CAR,CC,78
CO001230,J000116,C4,CHAIR_CAR,CC,78
CO001231,J000116,C5,CHAIR_CAR,CC,78
CO001232,J000116,C6,CHAIR_CAR,CC,78
CO001233,J000116,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001234,J000116,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001235,J000117,C1,CHAIR_CAR,CC,78
CO001236,J000117,C2,CHAIR_CAR,CC,78
CO001237,J000117,C3,CHAIR_CAR,CC,78
CO001238,J000117,C4,CHAIR_CAR,CC,78
CO001239,J000117,C5,CHAIR_CAR,CC,78
CO001240,J000117,C6,CHAIR_CAR,CC,78
CO001241,J000117,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001242,J000117,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001243,J000118,C1,CHAIR_CAR,CC,78
CO001244,J000118,C2,CHAIR_CAR,CC,78
CO001245,J000118,C3,CHAIR_CAR,CC,78
CO001246,J000118,C4,CHAIR_CAR,CC,78
CO001247,J000118,C5,CHAIR_CAR,CC,78
CO001248,J000118,C6,CHAIR_CAR,CC,78
CO001249,J000118,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001250,J000118,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001251,J000119,C1,CHAIR_CAR,CC,78
CO001252,J000119,C2,CHAIR_CAR,CC,78
CO001253,J000119,C3,CHAIR_CAR,CC,78
CO001254,J000119,C4,CHAIR_CAR,CC,78
CO001255,J000119,C5,CHAIR_CAR,CC,78
CO001256,J000119,C6,CHAIR_CAR,CC,78
CO001257,J000119,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001258,J000119,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001259,J000120,C1,CHAIR_CAR,CC,78
CO001260,J000120,C2,CHAIR_CAR,CC,78
CO001261,J000120,C3,CHAIR_CAR,CC,78
CO001262,J000120,C4,CHAIR_CAR,CC,78
CO001263,J000120,C5,CHAIR_CAR,CC,78
CO001264,J000120,C6,CHAIR_CAR,CC,78
CO001265,J000120,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001266,J000120,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001267,J000121,B1,AC_THREE_TIER,3A,64
CO001268,J000121,B2,AC_THREE_TIER,3A,64
CO001269,J000121,B3,AC_THREE_TIER,3A,64
CO001270,J000121,B4,AC_THREE_TIER,3A,64
CO001271,J000121,A1,AC_TWO_TIER,2A,48
CO001272,J000121,A2,AC_TWO_TIER,2A,48
CO001273,J000121,S1,SLEEPER,SL,72
CO001274,J000121,S2,SLEEPER,SL,72
CO001275,J000121,S3,SLEEPER,SL,72
CO001276,J000121,S4,SLEEPER,SL,72
CO001277,J000121,S5,SLEEPER,SL,72
CO001278,J000122,B1,AC_THREE_TIER,3A,64
CO001279,J000122,B2,AC_THREE_TIER,3A,64
CO001280,J000122,B3,AC_THREE_TIER,3A,64
CO001281,J000122,B4,AC_THREE_TIER,3A,64
CO001282,J000122,A1,AC_TWO_TIER,2A,48
CO001283,J000122,A2,AC_TWO_TIER,2A,48
CO001284,J000122,S1,SLEEPER,SL,72
CO001285,J000122,S2,SLEEPER,SL,72
CO001286,J000122,S3,SLEEPER,SL,72
CO001287,J000122,S4,SLEEPER,SL,72
CO001288,J000122,S5,SLEEPER,SL,72
CO001289,J000123,B1,AC_THREE_TIER,3A,64
CO001290,J000123,B2,AC_THREE_TIER,3A,64
CO001291,J000123,B3,AC_THREE_TIER,3A,64
CO001292,J000123,B4,AC_THREE_TIER,3A,64
CO001293,J000123,A1,AC_TWO_TIER,2A,48
CO001294,J000123,A2,AC_TWO_TIER,2A,48
CO001295,J000123,S1,SLEEPER,SL,72
CO001296,J000123,S2,SLEEPER,SL,72
CO001297,J000123,S3,SLEEPER,SL,72
CO001298,J000123,S4,SLEEPER,SL,72
CO001299,J000123,S5,SLEEPER,SL,72
CO001300,J000124,B1,AC_THREE_TIER,3A,64
CO001301,J000124,B2,AC_THREE_TIER,3A,64
CO001302,J000124,B3,AC_THREE_TIER,3A,64
CO001303,J000124,B4,AC_THREE_TIER,3A,64
CO001304,J000124,A1,AC_TWO_TIER,2A,48
CO001305,J000124,A2,AC_TWO_TIER,2A,48
CO001306,J000124,S1,SLEEPER,SL,72
CO001307,J000124,S2,SLEEPER,SL,72
CO001308,J000124,S3,SLEEPER,SL,72
CO001309,J000124,S4,SLEEPER,SL,72
CO001310,J000124,S5,SLEEPER,SL,72
CO001311,J000125,B1,AC_THREE_TIER,3A,64
CO001312,J000125,B2,AC_THREE_TIER,3A,64
CO001313,J000125,B3,AC_THREE_TIER,3A,64
CO001314,J000125,B4,AC_THREE_TIER,3A,64
CO001315,J000125,A1,AC_TWO_TIER,2A,48
CO001316,J000125,A2,AC_TWO_TIER,2A,48
CO001317,J000125,S1,SLEEPER,SL,72
CO001318,J000125,S2,SLEEPER,SL,72
CO001319,J000125,S3,SLEEPER,SL,72
CO001320,J000125,S4,SLEEPER,SL,72
CO001321,J000125,S5,SLEEPER,SL,72
CO001322,J000126,B1,AC_THREE_TIER,3A,64
CO001323,J000126,B2,AC_THREE_TIER,3A,64
CO001324,J000126,B3,AC_THREE_TIER,3A,64
CO001325,J000126,B4,AC_THREE_TIER,3A,64
CO001326,J000126,A1,AC_TWO_TIER,2A,48
CO001327,J000126,A2,AC_TWO_TIER,2A,48
CO001328,J000126,S1,SLEEPER,SL,72
CO001329,J000126,S2,SLEEPER,SL,72
CO001330,J000126,S3,SLEEPER,SL,72
CO001331,J000126,S4,SLEEPER,SL,72
CO001332,J000126,S5,SLEEPER,SL,72
CO001333,J000127,B1,AC_THREE_TIER,3A,64
CO001334,J000127,B2,AC_THREE_TIER,3A,64
CO001335,J000127,B3,AC_THREE_TIER,3A,64
CO001336,J000127,B4,AC_THREE_TIER,3A,64
CO001337,J000127,B5,AC_THREE_TIER,3A,64
CO001338,J000127,B6,AC_THREE_TIER,3A,64
CO001339,J000127,A1,AC_TWO_TIER,2A,48
CO001340,J000127,A2,AC_TWO_TIER,2A,48
CO001341,J000127,A3,AC_TWO_TIER,2A,48
CO001342,J000127,S1,SLEEPER,SL,72
CO001343,J000127,S2,SLEEPER,SL,72
CO001344,J000128,B1,AC_THREE_TIER,3A,64
CO001345,J000128,B2,AC_THREE_TIER,3A,64
CO001346,J000128,B3,AC_THREE_TIER,3A,64
CO001347,J000128,B4,AC_THREE_TIER,3A,64
CO001348,J000128,B5,AC_THREE_TIER,3A,64
CO001349,J000128,B6,AC_THREE_TIER,3A,64
CO001350,J000128,A1,AC_TWO_TIER,2A,48
CO001351,J000128,A2,AC_TWO_TIER,2A,48
CO001352,J000128,A3,AC_TWO_TIER,2A,48
CO001353,J000128,S1,SLEEPER,SL,72
CO001354,J000128,S2,SLEEPER,SL,72
CO001355,J000129,B1,AC_THREE_TIER,3A,64
CO001356,J000129,B2,AC_THREE_TIER,3A,64
CO001357,J000129,B3,AC_THREE_TIER,3A,64
CO001358,J000129,B4,AC_THREE_TIER,3A,64
CO001359,J000129,B5,AC_THREE_TIER,3A,64
CO001360,J000129,B6,AC_THREE_TIER,3A,64
CO001361,J000129,A1,AC_TWO_TIER,2A,48
CO001362,J000129,A2,AC_TWO_TIER,2A,48
CO001363,J000129,A3,AC_TWO_TIER,2A,48
CO001364,J000129,S1,SLEEPER,SL,72
CO001365,J000129,S2,SLEEPER,SL,72
CO001366,J000130,B1,AC_THREE_TIER,3A,64
CO001367,J000130,B2,AC_THREE_TIER,3A,64
CO001368,J000130,B3,AC_THREE_TIER,3A,64
CO001369,J000130,B4,AC_THREE_TIER,3A,64
CO001370,J000130,B5,AC_THREE_TIER,3A,64
CO001371,J000130,B6,AC_THREE_TIER,3A,64
CO001372,J000130,A1,AC_TWO_TIER,2A,48
CO001373,J000130,A2,AC_TWO_TIER,2A,48
CO001374,J000130,A3,AC_TWO_TIER,2A,48
CO001375,J000130,S1,SLEEPER,SL,72
CO001376,J000130,S2,SLEEPER,SL,72
CO001377,J000131,B1,AC_THREE_TIER,3A,64
CO001378,J000131,B2,AC_THREE_TIER,3A,64
CO001379,J000131,B3,AC_THREE_TIER,3A,64
CO001380,J000131,B4,AC_THREE_TIER,3A,64
CO001381,J000131,B5,AC_THREE_TIER,3A,64
CO001382,J000131,B6,AC_THREE_TIER,3A,64
CO001383,J000131,A1,AC_TWO_TIER,2A,48
CO001384,J000131,A2,AC_TWO_TIER,2A,48
CO001385,J000131,A3,AC_TWO_TIER,2A,48
CO001386,J000131,S1,SLEEPER,SL,72
CO001387,J000131,S2,SLEEPER,SL,72
CO001388,J000132,B1,AC_THREE_TIER,3A,64
CO001389,J000132,B2,AC_THREE_TIER,3A,64
CO001390,J000132,B3,AC_THREE_TIER,3A,64
CO001391,J000132,B4,AC_THREE_TIER,3A,64
CO001392,J000132,B5,AC_THREE_TIER,3A,64
CO001393,J000132,B6,AC_THREE_TIER,3A,64
CO001394,J000132,A1,AC_TWO_TIER,2A,48
CO001395,J000132,A2,AC_TWO_TIER,2A,48
CO001396,J000132,A3,AC_TWO_TIER,2A,48
CO001397,J000132,S1,SLEEPER,SL,72
CO001398,J000132,S2,SLEEPER,SL,72
CO001399,J000133,C1,CHAIR_CAR,CC,78
CO001400,J000133,C2,CHAIR_CAR,CC,78
CO001401,J000133,C3,CHAIR_CAR,CC,78
CO001402,J000133,C4,CHAIR_CAR,CC,78
CO001403,J000133,C5,CHAIR_CAR,CC,78
CO001404,J000133,C6,CHAIR_CAR,CC,78
CO001405,J000133,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001406,J000133,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001407,J000134,C1,CHAIR_CAR,CC,78
CO001408,J000134,C2,CHAIR_CAR,CC,78
CO001409,J000134,C3,CHAIR_CAR,CC,78
CO001410,J000134,C4,CHAIR_CAR,CC,78
CO001411,J000134,C5,CHAIR_CAR,CC,78
CO001412,J000134,C6,CHAIR_CAR,CC,78
CO001413,J000134,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001414,J000134,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001415,J000135,C1,CHAIR_CAR,CC,78
CO001416,J000135,C2,CHAIR_CAR,CC,78
CO001417,J000135,C3,CHAIR_CAR,CC,78
CO001418,J000135,C4,CHAIR_CAR,CC,78
CO001419,J000135,C5,CHAIR_CAR,CC,78
CO001420,J000135,C6,CHAIR_CAR,CC,78
CO001421,J000135,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001422,J000135,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001423,J000136,C1,CHAIR_CAR,CC,78
CO001424,J000136,C2,CHAIR_CAR,CC,78
CO001425,J000136,C3,CHAIR_CAR,CC,78
CO001426,J000136,C4,CHAIR_CAR,CC,78
CO001427,J000136,C5,CHAIR_CAR,CC,78
CO001428,J000136,C6,CHAIR_CAR,CC,78
CO001429,J000136,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001430,J000136,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001431,J000137,C1,CHAIR_CAR,CC,78
CO001432,J000137,C2,CHAIR_CAR,CC,78
CO001433,J000137,C3,CHAIR_CAR,CC,78
CO001434,J000137,C4,CHAIR_CAR,CC,78
CO001435,J000137,C5,CHAIR_CAR,CC,78
CO001436,J000137,C6,CHAIR_CAR,CC,78
CO001437,J000137,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001438,J000137,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001439,J000138,C1,CHAIR_CAR,CC,78
CO001440,J000138,C2,CHAIR_CAR,CC,78
CO001441,J000138,C3,CHAIR_CAR,CC,78
CO001442,J000138,C4,CHAIR_CAR,CC,78
CO001443,J000138,C5,CHAIR_CAR,CC,78
CO001444,J000138,C6,CHAIR_CAR,CC,78
CO001445,J000138,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001446,J000138,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001447,J000139,B1,AC_THREE_TIER,3A,64
CO001448,J000139,B2,AC_THREE_TIER,3A,64
CO001449,J000139,B3,AC_THREE_TIER,3A,64
CO001450,J000139,B4,AC_THREE_TIER,3A,64
CO001451,J000139,A1,AC_TWO_TIER,2A,48
CO001452,J000139,A2,AC_TWO_TIER,2A,48
CO001453,J000139,S1,SLEEPER,SL,72
CO001454,J000139,S2,SLEEPER,SL,72
CO001455,J000139,S3,SLEEPER,SL,72
CO001456,J000139,S4,SLEEPER,SL,72
CO001457,J000139,S5,SLEEPER,SL,72
CO001458,J000140,B1,AC_THREE_TIER,3A,64
CO001459,J000140,B2,AC_THREE_TIER,3A,64
CO001460,J000140,B3,AC_THREE_TIER,3A,64
CO001461,J000140,B4,AC_THREE_TIER,3A,64
CO001462,J000140,A1,AC_TWO_TIER,2A,48
CO001463,J000140,A2,AC_TWO_TIER,2A,48
CO001464,J000140,S1,SLEEPER,SL,72
CO001465,J000140,S2,SLEEPER,SL,72
CO001466,J000140,S3,SLEEPER,SL,72
CO001467,J000140,S4,SLEEPER,SL,72
CO001468,J000140,S5,SLEEPER,SL,72
CO001469,J000141,B1,AC_THREE_TIER,3A,64
CO001470,J000141,B2,AC_THREE_TIER,3A,64
CO001471,J000141,B3,AC_THREE_TIER,3A,64
CO001472,J000141,B4,AC_THREE_TIER,3A,64
CO001473,J000141,A1,AC_TWO_TIER,2A,48
CO001474,J000141,A2,AC_TWO_TIER,2A,48
CO001475,J000141,S1,SLEEPER,SL,72
CO001476,J000141,S2,SLEEPER,SL,72
CO001477,J000141,S3,SLEEPER,SL,72
CO001478,J000141,S4,SLEEPER,SL,72
CO001479,J000141,S5,SLEEPER,SL,72
CO001480,J000142,B1,AC_THREE_TIER,3A,64
CO001481,J000142,B2,AC_THREE_TIER,3A,64
CO001482,J000142,B3,AC_THREE_TIER,3A,64
CO001483,J000142,B4,AC_THREE_TIER,3A,64
CO001484,J000142,A1,AC_TWO_TIER,2A,48
CO001485,J000142,A2,AC_TWO_TIER,2A,48
CO001486,J000142,S1,SLEEPER,SL,72
CO001487,J000142,S2,SLEEPER,SL,72
CO001488,J000142,S3,SLEEPER,SL,72
CO001489,J000142,S4,SLEEPER,SL,72
CO001490,J000142,S5,SLEEPER,SL,72
CO001491,J000143,B1,AC_THREE_TIER,3A,64
CO001492,J000143,B2,AC_THREE_TIER,3A,64
CO001493,J000143,B3,AC_THREE_TIER,3A,64
CO001494,J000143,B4,AC_THREE_TIER,3A,64
CO001495,J000143,A1,AC_TWO_TIER,2A,48
CO001496,J000143,A2,AC_TWO_TIER,2A,48
CO001497,J000143,S1,SLEEPER,SL,72
CO001498,J000143,S2,SLEEPER,SL,72
CO001499,J000143,S3,SLEEPER,SL,72
CO001500,J000143,S4,SLEEPER,SL,72
CO001501,J000143,S5,SLEEPER,SL,72
CO001502,J000144,B1,AC_THREE_TIER,3A,64
CO001503,J000144,B2,AC_THREE_TIER,3A,64
CO001504,J000144,B3,AC_THREE_TIER,3A,64
CO001505,J000144,B4,AC_THREE_TIER,3A,64
CO001506,J000144,A1,AC_TWO_TIER,2A,48
CO001507,J000144,A2,AC_TWO_TIER,2A,48
CO001508,J000144,S1,SLEEPER,SL,72
CO001509,J000144,S2,SLEEPER,SL,72
CO001510,J000144,S3,SLEEPER,SL,72
CO001511,J000144,S4,SLEEPER,SL,72
CO001512,J000144,S5,SLEEPER,SL,72
CO001513,J000145,S1,SLEEPER,SL,72
CO001514,J000145,S2,SLEEPER,SL,72
CO001515,J000145,S3,SLEEPER,SL,72
CO001516,J000145,S4,SLEEPER,SL,72
CO001517,J000145,S5,SLEEPER,SL,72
CO001518,J000145,S6,SLEEPER,SL,72
CO001519,J000145,S7,SLEEPER,SL,72
CO001520,J000145,S8,SLEEPER,SL,72
CO001521,J000145,S9,SLEEPER,SL,72
CO001522,J000145,B1,AC_THREE_TIER,3A,64
CO001523,J000145,B2,AC_THREE_TIER,3A,64
CO001524,J000145,B3,AC_THREE_TIER,3A,64
CO001525,J000145,B4,AC_THREE_TIER,3A,64
CO001526,J000145,A1,AC_TWO_TIER,2A,48
CO001527,J000145,A2,AC_TWO_TIER,2A,48
CO001528,J000146,S1,SLEEPER,SL,72
CO001529,J000146,S2,SLEEPER,SL,72
CO001530,J000146,S3,SLEEPER,SL,72
CO001531,J000146,S4,SLEEPER,SL,72
CO001532,J000146,S5,SLEEPER,SL,72
CO001533,J000146,S6,SLEEPER,SL,72
CO001534,J000146,S7,SLEEPER,SL,72
CO001535,J000146,S8,SLEEPER,SL,72
CO001536,J000146,S9,SLEEPER,SL,72
CO001537,J000146,B1,AC_THREE_TIER,3A,64
CO001538,J000146,B2,AC_THREE_TIER,3A,64
CO001539,J000146,B3,AC_THREE_TIER,3A,64
CO001540,J000146,B4,AC_THREE_TIER,3A,64
CO001541,J000146,A1,AC_TWO_TIER,2A,48
CO001542,J000146,A2,AC_TWO_TIER,2A,48
CO001543,J000147,S1,SLEEPER,SL,72
CO001544,J000147,S2,SLEEPER,SL,72
CO001545,J000147,S3,SLEEPER,SL,72
CO001546,J000147,S4,SLEEPER,SL,72
CO001547,J000147,S5,SLEEPER,SL,72
CO001548,J000147,S6,SLEEPER,SL,72
CO001549,J000147,S7,SLEEPER,SL,72
CO001550,J000147,S8,SLEEPER,SL,72
CO001551,J000147,S9,SLEEPER,SL,72
CO001552,J000147,B1,AC_THREE_TIER,3A,64
CO001553,J000147,B2,AC_THREE_TIER,3A,64
CO001554,J000147,B3,AC_THREE_TIER,3A,64
CO001555,J000147,B4,AC_THREE_TIER,3A,64
CO001556,J000147,A1,AC_TWO_TIER,2A,48
CO001557,J000147,A2,AC_TWO_TIER,2A,48
CO001558,J000148,S1,SLEEPER,SL,72
CO001559,J000148,S2,SLEEPER,SL,72
CO001560,J000148,S3,SLEEPER,SL,72
CO001561,J000148,S4,SLEEPER,SL,72
CO001562,J000148,S5,SLEEPER,SL,72
CO001563,J000148,S6,SLEEPER,SL,72
CO001564,J000148,S7,SLEEPER,SL,72
