preference_id,passenger_id,journey_id,preferred_berth_type,preferred_coach,willing_to_exchange,exchange_same_coach_only,exchange_same_class_only,special_note
PR0019382,P020611,J000105,LOWER,B2,True,True,True,
PR0019383,P020612,J000105,LOWER,B2,True,True,True,
PR0019384,P020613,J000105,LOWER,B2,True,True,True,
PR0019385,P020614,J000105,LOWER,B2,True,True,True,
PR0019386,P020615,J000105,LOWER,B2,True,True,True,
PR0019387,P020616,J000105,LOWER,B3,True,True,True,
PR0019388,P020617,J000105,LOWER,,True,False,True,
PR0019389,P020618,J000105,LOWER,,False,False,True,Synthetic senior prefers lower berth.
PR0019390,P020619,J000105,LOWER,,False,False,True,
PR0019391,P020620,J000105,LOWER,B1,True,True,False,
PR0019392,P020621,J000105,LOWER,B1,True,True,True,
PR0019393,P020622,J000105,LOWER,B1,True,True,True,
PR0019394,P020623,J000105,LOWER,B1,True,True,True,
PR0019395,P020624,J000105,LOWER,B1,True,True,True,
PR0019396,P020625,J000105,LOWER,B1,True,True,True,
PR0019397,P020626,J000105,LOWER,S1,True,True,True,
PR0019398,P020627,J000105,LOWER,,True,False,True,
PR0019399,P020628,J000105,LOWER,,False,False,True,
PR0019400,P020629,J000105,LOWER,,False,False,True,
PR0019401,P020630,J000105,LOWER,B3,True,True,True,
PR0019402,P020631,J000105,LOWER,B1,True,True,True,
PR0019403,P020632,J000105,LOWER,B1,True,True,True,
PR0019404,P020633,J000105,LOWER,B1,True,True,True,
PR0019405,P020634,J000105,LOWER,B1,True,True,True,
PR0019406,P020635,J000105,LOWER,B1,True,True,True,
PR0019407,P020636,J000105,LOWER,B1,True,True,True,
PR0019408,P020637,J000105,LOWER,,True,False,True,
PR0019409,P020638,J000105,LOWER,,False,False,True,
PR0019410,P020639,J000105,LOWER,,False,False,True,
PR0019411,P020640,J000105,LOWER,B1,True,True,False,
PR0019412,P020641,J000105,LOWER,B1,True,True,True,
PR0019413,P020642,J000105,LOWER,B1,True,True,True,
PR0019414,P020643,J000105,LOWER,B1,True,True,True,
PR0019415,P020644,J000105,LOWER,B1,True,True,True,
PR0019416,P020645,J000105,LOWER,B1,True,True,True,
PR0019417,P020646,J000105,LOWER,B1,True,True,True,
PR0019418,P020647,J000105,LOWER,B1,True,False,True,
PR0019419,P020648,J000105,LOWER,,False,False,True,
PR0019420,P020649,J000105,LOWER,,False,False,True,
PR0019421,P020650,J000105,LOWER,B2,True,True,True,
PR0019422,P020651,J000105,LOWER,B2,True,True,True,
PR0019423,P020652,J000105,LOWER,B2,True,True,True,
PR0019424,P020653,J000105,LOWER,B2,True,True,True,
PR0019425,P020655,J000105,LOWER,B3,True,True,True,
PR0019426,P020656,J000105,LOWER,B3,True,True,True,
PR0019427,P020657,J000105,LOWER,,True,False,True,
PR0019428,P020658,J000105,LOWER,B3,False,False,True,
PR0019429,P020659,J000105,LOWER,,False,False,True,
PR0019430,P020660,J000105,LOWER,B3,True,True,False,
PR0019431,P020661,J000105,LOWER,B1,True,True,True,
PR0019432,P020662,J000105,LOWER,B1,True,True,True,
PR0019433,P020663,J000105,LOWER,B1,True,True,True,
PR0019434,P020664,J000105,LOWER,B3,True,True,True,
PR0019435,P020665,J000105,LOWER,B3,True,True,True,
PR0019436,P020666,J000105,LOWER,B3,True,True,True,
PR0019437,P020667,J000106,LOWER,,True,False,True,
PR0019438,P020668,J000106,LOWER,,False,False,True,
PR0019439,P020669,J000106,LOWER,B1,False,False,True,
PR0019440,P020670,J000106,LOWER,S1,True,True,True,
PR0019441,P020671,J000106,LOWER,B1,True,True,True,
PR0019442,P020672,J000106,LOWER,B1,True,True,True,
PR0019443,P020673,J000106,LOWER,B1,True,True,True,
PR0019444,P020676,J000106,LOWER,B2,True,True,True,
PR0019445,P020677,J000106,LOWER,,True,False,True,
PR0019446,P020678,J000106,LOWER,,False,False,True,
PR0019447,P020679,J000106,LOWER,,False,False,True,
PR0019448,P020680,J000106,LOWER,B2,True,True,False,
PR0019449,P020681,J000106,LOWER,B1,True,True,True,
PR0019450,P020682,J000106,LOWER,B1,True,True,True,
PR0019451,P020683,J000106,LOWER,B2,True,True,True,
PR0019452,P020684,J000106,LOWER,B2,True,True,True,
PR0019453,P020685,J000106,LOWER,B2,True,True,True,
PR0019454,P020686,J000106,LOWER,B2,True,True,True,
PR0019455,P020687,J000106,LOWER,,True,False,True,
PR0019456,P020688,J000106,LOWER,,False,False,True,
PR0019457,P020689,J000106,LOWER,,False,False,True,
PR0019458,P020690,J000106,LOWER,B1,True,True,True,
PR0019459,P020691,J000106,LOWER,B1,True,True,True,
PR0019460,P020692,J000106,LOWER,B1,True,True,True,
PR0019461,P020693,J000106,LOWER,B1,True,True,True,
PR0019462,P020694,J000106,LOWER,S1,True,True,True,Synthetic senior prefers lower berth.
PR0019463,P020695,J000106,LOWER,S1,True,True,True,
PR0019464,P020696,J000106,LOWER,S1,True,True,True,
PR0019465,P020697,J000106,LOWER,,True,False,True,
PR0019466,P020698,J000106,LOWER,,False,False,True,
PR0019467,P020699,J000106,LOWER,,False,False,True,
PR0019468,P020700,J000106,LOWER,B2,True,True,False,
PR0019469,P020701,J000106,LOWER,B2,True,True,True,
PR0019470,P020702,J000106,LOWER,B1,True,True,True,
PR0019471,P020703,J000106,LOWER,B1,True,True,True,
PR0019472,P020704,J000106,LOWER,B1,True,True,True,
PR0019473,P020705,J000106,LOWER,B2,True,True,True,
PR0019474,P020706,J000106,LOWER,B2,True,True,True,
PR0019475,P020707,J000106,LOWER,,True,False,True,
PR0019476,P020708,J000106,LOWER,,False,False,True,
PR0019477,P020709,J000106,LOWER,,False,False,True,
PR0019478,P020710,J000106,LOWER,B2,True,True,True,
PR0019479,P020711,J000106,LOWER,B1,True,True,True,
PR0019480,P020712,J000106,LOWER,B1,True,True,True,
PR0019481,P020713,J000106,LOWER,B1,True,True,True,
PR0019482,P020714,J000106,LOWER,B3,True,True,True,
PR0019483,P020715,J000106,LOWER,B1,True,True,True,
PR0019484,P020716,J000106,LOWER,B1,True,True,True,
PR0019485,P020717,J000106,LOWER,,True,False,True,
PR0019486,P020718,J000106,LOWER,,False,False,True,
PR0019487,P020719,J000106,LOWER,,False,False,True,
PR0019488,P020720,J000106,LOWER,S1,True,True,False,
PR0019489,P020721,J000106,LOWER,B3,True,True,True,
PR0019490,P020722,J000106,LOWER,B3,True,True,True,
PR0019491,P020723,J000106,LOWER,B3,True,True,True,
PR0019492,P020724,J000106,LOWER,B2,True,True,True,
PR0019493,P020725,J000106,LOWER,B2,True,True,True,
PR0019494,P020726,J000106,LOWER,B2,True,True,True,
PR0019495,P020727,J000106,LOWER,,True,False,True,
PR0019496,P020728,J000106,LOWER,,False,False,True,
PR0019497,P020730,J000106,LOWER,B2,True,True,True,
PR0019498,P020731,J000106,LOWER,B2,True,True,True,
PR0019499,P020732,J000106,LOWER,B2,True,True,True,
PR0019500,P020733,J000106,LOWER,B2,True,True,True,
PR0019501,P020734,J000106,LOWER,B2,True,True,True,
PR0019502,P020735,J000106,LOWER,B2,True,True,True,
PR0019503,P020736,J000106,LOWER,B2,True,True,True,
PR0019504,P020737,J000106,LOWER,,True,False,True,
PR0019505,P020738,J000106,LOWER,,False,False,True,
PR0019506,P020739,J000106,LOWER,,False,False,True,
PR0019507,P020740,J000106,LOWER,S1,True,True,False,
PR0019508,P020741,J000106,LOWER,S1,True,True,True,
PR0019509,P020742,J000106,LOWER,B1,True,True,True,
PR0019510,P020743,J000106,LOWER,B1,True,True,True,
PR0019511,P020744,J000106,LOWER,B1,True,True,True,
PR0019512,P020745,J000106,LOWER,B1,True,True,True,
PR0019513,P020746,J000106,LOWER,B1,True,True,True,
PR0019514,P020747,J000106,LOWER,,True,False,True,
PR0019515,P020748,J000106,LOWER,,False,False,True,
PR0019516,P020749,J000106,LOWER,,False,False,True,
PR0019517,P020750,J000106,LOWER,B2,True,True,True,
PR0019518,P020751,J000106,LOWER,B2,True,True,True,
PR0019519,P020752,J000106,LOWER,B2,True,True,True,
PR0019520,P020753,J000106,LOWER,B2,True,True,True,
PR0019521,P020754,J000106,LOWER,B2,True,True,True,
PR0019522,P020755,J000106,LOWER,B1,True,True,True,
PR0019523,P020756,J000106,LOWER,B1,True,True,True,
PR0019524,P020757,J000106,LOWER,B2,True,False,True,
PR0019525,P020758,J000106,LOWER,,False,False,True,
PR0019526,P020759,J000106,LOWER,,False,False,True,
PR0019527,P020760,J000106,LOWER,B2,True,True,False,
PR0019528,P020761,J000106,LOWER,B3,True,True,True,
PR0019529,P020762,J000106,LOWER,B1,True,True,True,
PR0019530,P020763,J000106,LOWER,B1,True,True,True,
PR0019531,P020764,J000106,LOWER,B1,True,True,True,
PR0019532,P020765,J000106,LOWER,B3,True,True,True,
PR0019533,P020766,J000106,LOWER,S1,True,True,True,
PR0019534,P020767,J000106,LOWER,,True,False,True,
PR0019535,P020768,J000106,LOWER,B2,False,False,True,
PR0019536,P020769,J000106,LOWER,,False,False,True,
PR0019537,P020770,J000106,LOWER,B2,True,True,True,
PR0019538,P020771,J000106,LOWER,B2,True,True,True,
PR0019539,P020772,J000106,LOWER,B2,True,True,True,
PR0019540,P020773,J000106,LOWER,B2,True,True,True,
PR0019541,P020774,J000106,LOWER,B1,True,True,True,Synthetic senior prefers lower berth.
PR0019542,P020775,J000106,LOWER,B1,True,True,True,
PR0019543,P020776,J000106,LOWER,B1,True,True,True,
PR0019544,P020777,J000106,LOWER,,True,False,True,
PR0019545,P020778,J000106,LOWER,,False,False,True,
PR0019546,P020779,J000106,LOWER,B1,False,False,True,
PR0019547,P020780,J000106,LOWER,B1,True,True,False,
PR0019548,P020781,J000106,LOWER,B1,True,True,True,
PR0019549,P020782,J000106,LOWER,B1,True,True,True,
PR0019550,P020783,J000106,LOWER,B1,True,True,True,
PR0019551,P020784,J000106,LOWER,B1,True,True,True,
PR0019552,P020785,J000106,LOWER,B1,True,True,True,
PR0019553,P020788,J000106,LOWER,,False,False,True,
PR0019554,P020789,J000106,LOWER,,False,False,True,
PR0019555,P020790,J000106,LOWER,B2,True,True,True,
PR0019556,P020791,J000106,LOWER,B2,True,True,True,
PR0019557,P020792,J000106,LOWER,B2,True,True,True,
PR0019558,P020793,J000106,LOWER,B2,True,True,True,
PR0019559,P020794,J000106,LOWER,B2,True,True,True,
PR0019560,P020795,J000106,LOWER,B3,True,True,True,
PR0019561,P020796,J000106,LOWER,B2,True,True,True,
PR0019562,P020797,J000106,LOWER,,True,False,True,
PR0019563,P020798,J000106,LOWER,,False,False,True,
PR0019564,P020799,J000106,LOWER,,False,False,True,
PR0019565,P020800,J000106,LOWER,B2,True,True,False,
PR0019566,P020801,J000106,LOWER,B1,True,True,True,
PR0019567,P020802,J000106,LOWER,B1,True,True,True,
PR0019568,P020803,J000106,LOWER,B1,True,True,True,
PR0019569,P020804,J000106,LOWER,B1,True,True,True,
PR0019570,P020805,J000106,LOWER,B2,True,True,True,
PR0019571,P020806,J000106,LOWER,B2,True,True,True,
PR0019572,P020807,J000106,LOWER,,True,False,True,
PR0019573,P020808,J000106,LOWER,,False,False,True,
PR0019574,P020809,J000106,LOWER,,False,False,True,
PR0019575,P020810,J000106,LOWER,B2,True,True,True,
PR0019576,P020811,J000106,LOWER,B1,True,True,True,
PR0019577,P020812,J000106,LOWER,B1,True,True,True,
PR0019578,P020813,J000106,LOWER,B1,True,True,True,
PR0019579,P020814,J000106,LOWER,B1,True,True,True,
PR0019580,P020815,J000106,LOWER,B1,True,True,True,
PR0019581,P020816,J000106,LOWER,B1,True,True,True,
PR0019582,P020817,J000106,LOWER,,True,False,True,
PR0019583,P020818,J000106,LOWER,,False,False,True,
PR0019584,P020819,J000106,LOWER,,False,False,True,
PR0019585,P020820,J000106,LOWER,B2,True,True,False,
PR0019586,P020821,J000106,LOWER,B2,True,True,True,
PR0019587,P020822,J000106,LOWER,B2,True,True,True,
PR0019588,P020823,J000106,LOWER,B2,True,True,True,
PR0019589,P020824,J000106,LOWER,S1,True,True,True,
PR0019590,P020825,J000106,LOWER,S1,True,True,True,
PR0019591,P020826,J000106,LOWER,B1,True,True,True,
PR0019592,P020827,J000106,LOWER,,True,False,True,
PR0019593,P020828,J000106,LOWER,,False,False,True,
PR0019594,P020829,J000106,LOWER,,False,False,True,
PR0019595,P020830,J000106,LOWER,B3,True,True,True,
PR0019596,P020835,J000106,LOWER,B1,True,True,True,
PR0019597,P020836,J000106,LOWER,B1,True,True,True,
PR0019598,P020837,J000106,LOWER,,True,False,True,
PR0019599,P020838,J000106,LOWER,,False,False,True,
PR0019600,P020839,J000106,LOWER,,False,False,True,
PR0019601,P020840,J000106,LOWER,B1,True,True,False,
PR0019602,P020841,J000106,LOWER,B1,True,True,True,
PR0019603,P020842,J000106,LOWER,B1,True,True,True,
PR0019604,P020843,J000106,LOWER,B1,True,True,True,
PR0019605,P020844,J000106,LOWER,B1,True,True,True,
PR0019606,P020845,J000106,LOWER,B3,True,True,True,
PR0019607,P020854,J000106,LOWER,S1,True,True,True,
PR0019608,P020855,J000106,LOWER,S1,True,True,True,
PR0019609,P020856,J000106,LOWER,B3,True,True,True,
PR0019610,P020857,J000107,LOWER,,True,False,True,
PR0019611,P020858,J000107,LOWER,,False,False,True,
PR0019612,P020859,J000107,LOWER,,False,False,True,
PR0019613,P020860,J000107,LOWER,B2,True,True,False,
PR0019614,P020861,J000107,LOWER,B2,True,True,True,
PR0019615,P020862,J000107,LOWER,B1,True,True,True,
PR0019616,P020863,J000107,LOWER,B3,True,True,True,
PR0019617,P020864,J000107,LOWER,B2,True,True,True,Synthetic child is part of a family group.
PR0019618,P020865,J000107,LOWER,B2,True,True,True,
PR0019619,P020866,J000107,LOWER,B2,True,True,True,
PR0019620,P020867,J000107,LOWER,B2,True,False,True,
PR0019621,P020868,J000107,LOWER,,False,False,True,
PR0019622,P020869,J000107,LOWER,,False,False,True,
PR0019623,P020870,J000107,LOWER,B2,True,True,True,
PR0019624,P020871,J000107,LOWER,B2,True,True,True,
PR0019625,P020872,J000107,LOWER,B2,True,True,True,
PR0019626,P020873,J000107,LOWER,B2,True,True,True,
PR0019627,P020874,J000107,LOWER,B2,True,True,True,
PR0019628,P020875,J000107,LOWER,B2,True,True,True,
PR0019629,P020876,J000107,LOWER,B2,True,True,True,
PR0019630,P020877,J000107,LOWER,,True,False,True,
PR0019631,P020878,J000107,LOWER,S1,False,False,True,
PR0019632,P020879,J000107,LOWER,,False,False,True,
PR0019633,P020880,J000107,LOWER,S1,True,True,False,
PR0019634,P020881,J000107,LOWER,B1,True,True,True,
PR0019635,P020882,J000107,LOWER,B1,True,True,True,
PR0019636,P020883,J000107,LOWER,B1,True,True,True,
PR0019637,P020884,J000107,LOWER,B2,True,True,True,
PR0019638,P020885,J000107,LOWER,B2,True,True,True,
PR0019639,P020886,J000107,LOWER,B2,True,True,True,
PR0019640,P020887,J000107,LOWER,,True,False,True,
PR0019641,P020888,J000107,LOWER,,False,False,True,
PR0019642,P020889,J000107,LOWER,B1,False,False,True,
PR0019643,P020890,J000107,LOWER,B1,True,True,True,
PR0019644,P020891,J000107,LOWER,B1,True,True,True,
PR0019645,P020892,J000107,LOWER,B3,True,True,True,
PR0019646,P020893,J000107,LOWER,B1,True,True,True,
PR0019647,P020894,J000107,LOWER,B1,True,True,True,
PR0019648,P020895,J000107,LOWER,B1,True,True,True,
PR0019649,P020896,J000107,LOWER,B3,True,True,True,
PR0019650,P020897,J000107,LOWER,,True,False,True,
PR0019651,P020898,J000107,LOWER,,False,False,True,
PR0019652,P020899,J000107,LOWER,,False,False,True,
PR0019653,P020900,J000107,LOWER,B1,True,True,False,
PR0019654,P020901,J000107,LOWER,B1,True,True,True,
PR0019655,P020902,J000107,LOWER,B1,True,True,True,
PR0019656,P020903,J000107,LOWER,S1,True,True,True,
PR0019657,P020905,J000107,LOWER,B2,True,True,True,
PR0019658,P020906,J000107,LOWER,B2,True,True,True,
PR0019659,P020907,J000107,LOWER,,True,False,True,
PR0019660,P020908,J000107,LOWER,,False,False,True,
PR0019661,P020909,J000107,LOWER,,False,False,True,
PR0019662,P020910,J000107,LOWER,B2,True,True,True,
PR0019663,P020911,J000107,LOWER,B2,True,True,True,
PR0019664,P020912,J000107,LOWER,B3,True,True,True,
PR0019665,P020913,J000107,LOWER,B3,True,True,True,
PR0019666,P020914,J000107,LOWER,B2,True,True,True,
PR0019667,P020915,J000107,LOWER,B2,True,True,True,
PR0019668,P020916,J000107,LOWER,B2,True,True,True,
PR0019669,P020917,J000107,LOWER,,True,False,True,
PR0019670,P020918,J000107,LOWER,,False,False,True,
PR0019671,P020919,J000107,LOWER,,False,False,True,
PR0019672,P020920,J000107,LOWER,B1,True,True,False,
PR0019673,P020921,J000107,LOWER,B1,True,True,True,
PR0019674,P020922,J000107,LOWER,B1,True,True,True,
PR0019675,P020923,J000107,LOWER,B1,True,True,True,
PR0019676,P020924,J000107,LOWER,B1,True,True,True,
PR0019677,P020925,J000107,LOWER,B2,True,True,True,
PR0019678,P020926,J000107,LOWER,B2,True,True,True,
PR0019679,P020927,J000107,LOWER,,True,False,True,
PR0019680,P020928,J000107,LOWER,,False,False,True,
PR0019681,P020929,J000107,LOWER,,False,False,True,
PR0019682,P020930,J000107,LOWER,B2,True,True,True,
PR0019683,P020933,J000107,LOWER,B3,True,True,True,
PR0019684,P020934,J000107,LOWER,B1,True,True,True,
PR0019685,P020935,J000107,LOWER,B1,True,True,True,
PR0019686,P020936,J000107,LOWER,B2,True,True,True,
PR0019687,P020937,J000107,LOWER,,True,False,True,
PR0019688,P020938,J000107,LOWER,,False,False,True,
PR0019689,P020939,J000107,LOWER,,False,False,True,
PR0019690,P020940,J000107,LOWER,B2,True,True,False,
PR0019691,P020941,J000107,LOWER,B2,True,True,True,
PR0019692,P020942,J000107,LOWER,B2,True,True,True,
PR0019693,P020943,J000107,LOWER,B2,True,True,True,
PR0019694,P020944,J000107,LOWER,B2,True,True,True,
PR0019695,P020945,J000107,LOWER,B2,True,True,True,
PR0019696,P020946,J000107,LOWER,B2,True,True,True,
PR0019697,P020947,J000107,LOWER,,True,False,True,
PR0019698,P020948,J000107,LOWER,,False,False,True,
PR0019699,P020949,J000107,LOWER,,False,False,True,
PR0019700,P020950,J000107,LOWER,B2,True,True,True,Synthetic senior prefers lower berth.
PR0019701,P020951,J000107,LOWER,B2,True,True,True,
PR0019702,P020952,J000107,LOWER,B2,True,True,True,
PR0019703,P020953,J000107,LOWER,B2,True,True,True,
PR0019704,P020954,J000107,LOWER,B2,True,True,True,
PR0019705,P020955,J000107,LOWER,B1,True,True,True,
PR0019706,P020956,J000107,LOWER,B1,True,True,True,
PR0019707,P020957,J000107,LOWER,,True,False,True,
PR0019708,P020958,J000107,LOWER,,False,False,True,
PR0019709,P020959,J000107,LOWER,,False,False,True,
PR0019710,P020960,J000107,LOWER,B1,True,True,False,
PR0019711,P020961,J000107,LOWER,S1,True,True,True,
PR0019712,P020962,J000107,LOWER,S1,True,True,True,
PR0019713,P020963,J000107,LOWER,S1,True,True,True,
PR0019714,P020964,J000107,LOWER,S1,True,True,True,
PR0019715,P020965,J000107,LOWER,B1,True,True,True,
PR0019716,P020966,J000107,LOWER,B1,True,True,True,
PR0019717,P020967,J000107,LOWER,,True,False,True,
PR0019718,P020968,J000107,LOWER,,False,False,True,
PR0019719,P020969,J000107,LOWER,,False,False,True,
PR0019720,P020970,J000107,LOWER,B1,True,True,True,
PR0019721,P020971,J000107,LOWER,B1,True,True,True,
PR0019722,P020972,J000107,LOWER,B3,True,True,True,
PR0019723,P020973,J000107,LOWER,B1,True,True,True,
PR0019724,P020974,J000107,LOWER,B1,True,True,True,
PR0019725,P020975,J000107,LOWER,B1,True,True,True,
PR0019726,P020976,J000107,LOWER,B1,True,True,True,
PR0019727,P020977,J000107,LOWER,B2,True,False,True,
PR0019728,P020978,J000107,LOWER,,False,False,True,
PR0019729,P020979,J000107,LOWER,,False,False,True,
PR0019730,P020980,J000107,LOWER,B2,True,True,False,
PR0019731,P020981,J000107,LOWER,B2,True,True,True,
PR0019732,P020982,J000107,LOWER,B3,True,True,True,
PR0019733,P020983,J000107,LOWER,S1,True,True,True,
PR0019734,P020984,J000107,LOWER,S1,True,True,True,
PR0019735,P020985,J000107,LOWER,S1,True,True,True,
PR0019736,P020986,J000107,LOWER,B1,True,True,True,
PR0019737,P020987,J000107,LOWER,,True,False,True,
PR0019738,P020988,J000107,LOWER,B1,False,False,True,
PR0019739,P020989,J000107,LOWER,,False,False,True,
PR0019740,P020990,J000107,LOWER,B1,True,True,True,
PR0019741,P020991,J000107,LOWER,B1,True,True,True,
PR0019742,P020992,J000107,LOWER,B1,True,True,True,
PR0019743,P020993,J000107,LOWER,B1,True,True,True,
PR0019744,P020994,J000107,LOWER,B1,True,True,True,
PR0019745,P020995,J000107,LOWER,B1,True,True,True,
PR0019746,P020996,J000107,LOWER,B1,True,True,True,
PR0019747,P020997,J000107,LOWER,,True,False,True,
PR0019748,P020998,J000107,LOWER,,False,False,True,
PR0019749,P020999,J000107,LOWER,B3,False,False,True,
PR0019750,P021000,J000107,LOWER,B3,True,True,False,
PR0019751,P021001,J000107,LOWER,B3,True,True,True,
PR0019752,P021002,J000107,LOWER,S1,True,True,True,
PR0019753,P021003,J000107,LOWER,S1,True,True,True,
PR0019754,P021004,J000107,LOWER,B3,True,True,True,
PR0019755,P021005,J000107,LOWER,B3,True,True,True,
PR0019756,P021006,J000107,LOWER,B1,True,True,True,
PR0019757,P021007,J000107,LOWER,,True,False,True,
PR0019758,P021008,J000107,LOWER,,False,False,True,
PR0019759,P021009,J000107,LOWER,,False,False,True,
PR0019760,P021010,J000107,LOWER,B3,True,True,True,
PR0019761,P021019,J000107,LOWER,,False,False,True,
PR0019762,P021020,J000107,LOWER,B1,True,True,False,
PR0019763,P021021,J000107,LOWER,B1,True,True,True,
PR0019764,P021022,J000107,LOWER,B1,True,True,True,
PR0019765,P021023,J000107,LOWER,B1,True,True,True,Synthetic senior prefers lower berth.
PR0019766,P021024,J000107,LOWER,B1,True,True,True,
PR0019767,P021025,J000107,LOWER,B1,True,True,True,
PR0019768,P021026,J000107,LOWER,S1,True,True,True,
PR0019769,P021027,J000107,LOWER,,True,False,True,
PR0019770,P021028,J000107,LOWER,,False,False,True,
PR0019771,P021029,J000107,LOWER,,False,False,True,
PR0019772,P021030,J000107,LOWER,B1,True,True,True,
PR0019773,P021031,J000107,LOWER,B2,True,True,True,
PR0019774,P021032,J000107,LOWER,B2,True,True,True,
PR0019775,P021033,J000107,LOWER,B2,True,True,True,
PR0019776,P021034,J000107,LOWER,B2,True,True,True,
PR0019777,P021035,J000107,LOWER,B2,True,True,True,
PR0019778,P021036,J000107,LOWER,B2,True,True,True,
PR0019779,P021037,J000107,LOWER,,True,False,True,
PR0019780,P021038,J000107,LOWER,,False,False,True,
PR0019781,P021039,J000107,LOWER,,False,False,True,
PR0019782,P021040,J000107,LOWER,B2,True,True,False,
PR0019783,P021041,J000107,LOWER,B2,True,True,True,
PR0019784,P021042,J000107,LOWER,B3,True,True,True,
PR0019785,P021043,J000107,LOWER,B1,True,True,True,
PR0019786,P021044,J000107,LOWER,B1,True,True,True,
PR0019787,P021045,J000107,LOWER,B1,True,True,True,
PR0019788,P021046,J000107,LOWER,B1,True,True,True,
PR0019789,P021047,J000108,LOWER,,True,False,True,
PR0019790,P021048,J000108,LOWER,,False,False,True,
PR0019791,P021049,J000108,LOWER,,False,False,True,
PR0019792,P021050,J000108,LOWER,B1,True,True,True,
PR0019793,P021051,J000108,LOWER,B1,True,True,True,
PR0019794,P021052,J000108,LOWER,B2,True,True,True,
PR0019795,P021053,J000108,LOWER,B2,True,True,True,
PR0019796,P021054,J000108,LOWER,B2,True,True,True,
PR0019797,P021055,J000108,LOWER,B2,True,True,True,
PR0019798,P021056,J000108,LOWER,B2,True,True,True,
PR0019799,P021057,J000108,LOWER,,True,False,True,
PR0019800,P021058,J000108,LOWER,,False,False,True,
PR0019801,P021059,J000108,LOWER,,False,False,True,
PR0019802,P021060,J000108,LOWER,S1,True,True,False,
PR0019803,P021061,J000108,LOWER,S1,True,True,True,
PR0019804,P021062,J000108,LOWER,S1,True,True,True,
PR0019805,P021063,J000108,LOWER,B2,True,True,True,
PR0019806,P021064,J000108,LOWER,B2,True,True,True,
PR0019807,P021065,J000108,LOWER,B2,True,True,True,
PR0019808,P021066,J000108,LOWER,B2,True,True,True,
PR0019809,P021067,J000108,LOWER,,True,False,True,
PR0019810,P021068,J000108,LOWER,,False,False,True,
PR0019811,P021069,J000108,LOWER,,False,False,True,
PR0019812,P021070,J000108,LOWER,B2,True,True,True,
PR0019813,P021071,J000108,LOWER,B2,True,True,True,
PR0019814,P021072,J000108,LOWER,B2,True,True,True,
PR0019815,P021073,J000108,LOWER,B1,True,True,True,
PR0019816,P021074,J000108,LOWER,B2,True,True,True,
PR0019817,P021075,J000108,LOWER,B2,True,True,True,
PR0019818,P021076,J000108,LOWER,B2,True,True,True,
PR0019819,P021077,J000108,LOWER,,True,False,True,
PR0019820,P021078,J000108,LOWER,,False,False,True,
PR0019821,P021079,J000108,LOWER,,False,False,True,
PR0019822,P021080,J000108,LOWER,B1,True,True,False,
PR0019823,P021081,J000108,LOWER,B1,True,True,True,
PR0019824,P021082,J000108,LOWER,B1,True,True,True,
PR0019825,P021083,J000108,LOWER,B1,True,True,True,
PR0019826,P021084,J000108,LOWER,B1,True,True,True,
PR0019827,P021085,J000108,LOWER,B1,True,True,True,
PR0019828,P021086,J000108,LOWER,B1,True,True,True,
PR0019829,P021087,J000108,LOWER,S1,True,False,True,
PR0019830,P021088,J000108,LOWER,,False,False,True,
PR0019831,P021089,J000108,LOWER,,False,False,True,
PR0019832,P021090,J000108,LOWER,B2,True,True,True,
PR0019833,P021091,J000108,LOWER,B2,True,True,True,
PR0019834,P021092,J000108,LOWER,B2,True,True,True,
PR0019835,P021093,J000108,LOWER,B1,True,True,True,
PR0019836,P021094,J000108,LOWER,B1,True,True,True,
PR0019837,P021095,J000108,LOWER,B1,True,True,True,
PR0019838,P021096,J000108,LOWER,B1,True,True,True,
PR0019839,P021097,J000108,LOWER,,True,False,True,
PR0019840,P021098,J000108,LOWER,B1,False,False,True,
PR0019841,P021099,J000108,LOWER,,False,False,True,
PR0019842,P021100,J000108,LOWER,B2,True,True,False,
PR0019843,P021101,J000108,LOWER,B2,True,True,True,
PR0019844,P021102,J000108,LOWER,B2,True,True,True,
PR0019845,P021103,J000108,LOWER,B2,True,True,True,
PR0019846,P021104,J000108,LOWER,B2,True,True,True,
PR0019847,P021105,J000108,LOWER,B2,True,True,True,
PR0019848,P021106,J000108,LOWER,B2,True,True,True,
PR0019849,P021107,J000108,LOWER,,True,False,True,
PR0019850,P021108,J000108,LOWER,,False,False,True,
PR0019851,P021109,J000108,LOWER,B1,False,False,True,
PR0019852,P021110,J000108,LOWER,B1,True,True,True,
PR0019853,P021111,J000108,LOWER,B1,True,True,True,
PR0019854,P021112,J000108,LOWER,B1,True,True,True,
PR0019855,P021113,J000108,LOWER,S1,True,True,True,
PR0019856,P021114,J000108,LOWER,S1,True,True,True,
PR0019857,P021115,J000108,LOWER,S1,True,True,True,
PR0019858,P021116,J000108,LOWER,B2,True,True,True,Synthetic senior prefers lower berth.
PR0019859,P021117,J000108,LOWER,,True,False,True,
PR0019860,P021118,J000108,LOWER,,False,False,True,
PR0019861,P021119,J000108,LOWER,,False,False,True,
PR0019862,P021120,J000108,LOWER,B2,True,True,False,
PR0019863,P021121,J000108,LOWER,B1,True,True,True,
PR0019864,P021122,J000108,LOWER,B1,True,True,True,
PR0019865,P021126,J000108,LOWER,B3,True,True,True,
PR0019866,P021127,J000108,LOWER,,True,False,True,
PR0019867,P021128,J000108,LOWER,,False,False,True,
