seat_id,coach_id,coach_number,seat_number,berth_type,row_number,position,is_window,is_aisle
SE0058153,CO000879,S1,29,MIDDLE,5,MIDDLE,False,False
SE0058154,CO000879,S1,30,UPPER,5,AISLE,False,True
SE0058155,CO000879,S1,31,LOWER,6,WINDOW,True,False
SE0058156,CO000879,S1,32,MIDDLE,6,MIDDLE,False,False
SE0058157,CO000879,S1,33,UPPER,6,AISLE,False,True
SE0058158,CO000879,S1,34,LOWER,6,WINDOW,True,False
SE0058159,CO000879,S1,35,MIDDLE,6,MIDDLE,False,False
SE0058160,CO000879,S1,36,UPPER,6,AISLE,False,True
SE0058161,CO000879,S1,37,LOWER,7,WINDOW,True,False
SE0058162,CO000879,S1,38,MIDDLE,7,MIDDLE,False,False
SE0058163,CO000879,S1,39,UPPER,7,AISLE,False,True
SE0058164,CO000879,S1,40,LOWER,7,WINDOW,True,False
SE0058165,CO000879,S1,41,MIDDLE,7,MIDDLE,False,False
SE0058166,CO000879,S1,42,UPPER,7,AISLE,False,True
SE0058167,CO000879,S1,43,LOWER,8,WINDOW,True,False
SE0058168,CO000879,S1,44,MIDDLE,8,MIDDLE,False,False
SE0058169,CO000879,S1,45,UPPER,8,AISLE,False,True
SE0058170,CO000879,S1,46,LOWER,8,WINDOW,True,False
SE0058171,CO000879,S1,47,MIDDLE,8,MIDDLE,False,False
SE0058172,CO000879,S1,48,UPPER,8,AISLE,False,True
SE0058173,CO000879,S1,49,SIDE_LOWER,9,SIDE,False,False
SE0058174,CO000879,S1,50,SIDE_UPPER,9,SIDE,False,False
SE0058175,CO000879,S1,51,SIDE_LOWER,10,SIDE,False,False
SE0058176,CO000879,S1,52,SIDE_UPPER,10,SIDE,False,False
SE0058177,CO000879,S1,53,SIDE_LOWER,11,SIDE,False,False
SE0058178,CO000879,S1,54,SIDE_UPPER,11,SIDE,False,False
SE0058179,CO000879,S1,55,SIDE_LOWER,12,SIDE,False,False
SE0058180,CO000879,S1,56,SIDE_UPPER,12,SIDE,False,False
SE0058181,CO000879,S1,57,SIDE_LOWER,13,SIDE,False,False
SE0058182,CO000879,S1,58,SIDE_UPPER,13,SIDE,False,False
SE0058183,CO000879,S1,59,SIDE_LOWER,14,SIDE,False,False
SE0058184,CO000879,S1,60,SIDE_UPPER,14,SIDE,False,False
SE0058185,CO000879,S1,61,SIDE_LOWER,15,SIDE,False,False
SE0058186,CO000879,S1,62,SIDE_UPPER,15,SIDE,False,False
SE0058187,CO000879,S1,63,SIDE_LOWER,16,SIDE,False,False
SE0058188,CO000879,S1,64,SIDE_UPPER,16,SIDE,False,False
SE0058189,CO000879,S1,65,SIDE_LOWER,17,SIDE,False,False
SE0058190,CO000879,S1,66,SIDE_UPPER,17,SIDE,False,False
SE0058191,CO000879,S1,67,SIDE_LOWER,18,SIDE,False,False
SE0058192,CO000879,S1,68,SIDE_UPPER,18,SIDE,False,False
SE0058193,CO000879,S1,69,SIDE_LOWER,19,SIDE,False,False
SE0058194,CO000879,S1,70,SIDE_UPPER,19,SIDE,False,False
SE0058195,CO000879,S1,71,SIDE_LOWER,20,SIDE,False,False
SE0058196,CO000879,S1,72,SIDE_UPPER,20,SIDE,False,False
SE0058197,CO000880,S2,1,LOWER,1,WINDOW,True,False
SE0058198,CO000880,S2,2,MIDDLE,1,MIDDLE,False,False
SE0058199,CO000880,S2,3,UPPER,1,AISLE,False,True
SE0058200,CO000880,S2,4,LOWER,1,WINDOW,True,False
SE0058201,CO000880,S2,5,MIDDLE,1,MIDDLE,False,False
SE0058202,CO000880,S2,6,UPPER,1,AISLE,False,True
SE0058203,CO000880,S2,7,LOWER,2,WINDOW,True,False
SE0058204,CO000880,S2,8,MIDDLE,2,MIDDLE,False,False
SE0058205,CO000880,S2,9,UPPER,2,AISLE,False,True
SE0058206,CO000880,S2,10,LOWER,2,WINDOW,True,False
SE0058207,CO000880,S2,11,MIDDLE,2,MIDDLE,False,False
SE0058208,CO000880,S2,12,UPPER,2,AISLE,False,True
SE0058209,CO000880,S2,13,LOWER,3,WINDOW,True,False
SE0058210,CO000880,S2,14,MIDDLE,3,MIDDLE,False,False
SE0058211,CO000880,S2,15,UPPER,3,AISLE,False,True
SE0058212,CO000880,S2,16,LOWER,3,WINDOW,True,False
SE0058213,CO000880,S2,17,MIDDLE,3,MIDDLE,False,False
SE0058214,CO000880,S2,18,UPPER,3,AISLE,False,True
SE0058215,CO000880,S2,19,LOWER,4,WINDOW,True,False
SE0058216,CO000880,S2,20,MIDDLE,4,MIDDLE,False,False
SE0058217,CO000880,S2,21,UPPER,4,AISLE,False,True
SE0058218,CO000880,S2,22,LOWER,4,WINDOW,True,False
SE0058219,CO000880,S2,23,MIDDLE,4,MIDDLE,False,False
SE0058220,CO000880,S2,24,UPPER,4,AISLE,False,True
SE0058221,CO000880,S2,25,LOWER,5,WINDOW,True,False
SE0058222,CO000880,S2,26,MIDDLE,5,MIDDLE,False,False
SE0058223,CO000880,S2,27,UPPER,5,AISLE,False,True
SE0058224,CO000880,S2,28,LOWER,5,WINDOW,True,False
SE0058225,CO000880,S2,29,MIDDLE,5,MIDDLE,False,False
SE0058226,CO000880,S2,30,UPPER,5,AISLE,False,True
SE0058227,CO000880,S2,31,LOWER,6,WINDOW,True,False
SE0058228,CO000880,S2,32,MIDDLE,6,MIDDLE,False,False
SE0058229,CO000880,S2,33,UPPER,6,AISLE,False,True
SE0058230,CO000880,S2,34,LOWER,6,WINDOW,True,False
SE0058231,CO000880,S2,35,MIDDLE,6,MIDDLE,False,False
SE0058232,CO000880,S2,36,UPPER,6,AISLE,False,True
SE0058233,CO000880,S2,37,LOWER,7,WINDOW,True,False
SE0058234,CO000880,S2,38,MIDDLE,7,MIDDLE,False,False
SE0058235,CO000880,S2,39,UPPER,7,AISLE,False,True
SE0058236,CO000880,S2,40,LOWER,7,WINDOW,True,False
SE0058237,CO000880,S2,41,MIDDLE,7,MIDDLE,False,False
SE0058238,CO000880,S2,42,UPPER,7,AISLE,False,True
SE0058239,CO000880,S2,43,LOWER,8,WINDOW,True,False
SE0058240,CO000880,S2,44,MIDDLE,8,MIDDLE,False,False
SE0058241,CO000880,S2,45,UPPER,8,AISLE,False,True
SE0058242,CO000880,S2,46,LOWER,8,WINDOW,True,False
SE0058243,CO000880,S2,47,MIDDLE,8,MIDDLE,False,False
SE0058244,CO000880,S2,48,UPPER,8,AISLE,False,True
SE0058245,CO000880,S2,49,SIDE_LOWER,9,SIDE,False,False
SE0058246,CO000880,S2,50,SIDE_UPPER,9,SIDE,False,False
SE0058247,CO000880,S2,51,SIDE_LOWER,10,SIDE,False,False
SE0058248,CO000880,S2,52,SIDE_UPPER,10,SIDE,False,False
SE0058249,CO000880,S2,53,SIDE_LOWER,11,SIDE,False,False
SE0058250,CO000880,S2,54,SIDE_UPPER,11,SIDE,False,False
SE0058251,CO000880,S2,55,SIDE_LOWER,12,SIDE,False,False
SE0058252,CO000880,S2,56,SIDE_UPPER,12,SIDE,False,False
SE0058253,CO000880,S2,57,SIDE_LOWER,13,SIDE,False,False
SE0058254,CO000880,S2,58,SIDE_UPPER,13,SIDE,False,False
SE0058255,CO000880,S2,59,SIDE_LOWER,14,SIDE,False,False
SE0058256,CO000880,S2,60,SIDE_UPPER,14,SIDE,False,False
SE0058257,CO000880,S2,61,SIDE_LOWER,15,SIDE,False,False
SE0058258,CO000880,S2,62,SIDE_UPPER,15,SIDE,False,False
SE0058259,CO000880,S2,63,SIDE_LOWER,16,SIDE,False,False
SE0058260,CO000880,S2,64,SIDE_UPPER,16,SIDE,False,False
SE0058261,CO000880,S2,65,SIDE_LOWER,17,SIDE,False,False
SE0058262,CO000880,S2,66,SIDE_UPPER,17,SIDE,False,False
SE0058263,CO000880,S2,67,SIDE_LOWER,18,SIDE,False,False
SE0058264,CO000880,S2,68,SIDE_UPPER,18,SIDE,False,False
SE0058265,CO000880,S2,69,SIDE_LOWER,19,SIDE,False,False
SE0058266,CO000880,S2,70,SIDE_UPPER,19,SIDE,False,False
SE0058267,CO000880,S2,71,SIDE_LOWER,20,SIDE,False,False
SE0058268,CO000880,S2,72,SIDE_UPPER,20,SIDE,False,False
SE0058269,CO000881,S3,1,LOWER,1,WINDOW,True,False
SE0058270,CO000881,S3,2,MIDDLE,1,MIDDLE,False,False
SE0058271,CO000881,S3,3,UPPER,1,AISLE,False,True
SE0058272,CO000881,S3,4,LOWER,1,WINDOW,True,False
SE0058273,CO000881,S3,5,MIDDLE,1,MIDDLE,False,False
SE0058274,CO000881,S3,6,UPPER,1,AISLE,False,True
SE0058275,CO000881,S3,7,LOWER,2,WINDOW,True,False
SE0058276,CO000881,S3,8,MIDDLE,2,MIDDLE,False,False
SE0058277,CO000881,S3,9,UPPER,2,AISLE,False,True
SE0058278,CO000881,S3,10,LOWER,2,WINDOW,True,False
SE0058279,CO000881,S3,11,MIDDLE,2,MIDDLE,False,False
SE0058280,CO000881,S3,12,UPPER,2,AISLE,False,True
SE0058281,CO000881,S3,13,LOWER,3,WINDOW,True,False
SE0058282,CO000881,S3,14,MIDDLE,3,MIDDLE,False,False
SE0058283,CO000881,S3,15,UPPER,3,AISLE,False,True
SE0058284,CO000881,S3,16,LOWER,3,WINDOW,True,False
SE0058285,CO000881,S3,17,MIDDLE,3,MIDDLE,False,False
SE0058286,CO000881,S3,18,UPPER,3,AISLE,False,True
SE0058287,CO000881,S3,19,LOWER,4,WINDOW,True,False
SE0058288,CO000881,S3,20,MIDDLE,4,MIDDLE,False,False
SE0058289,CO000881,S3,21,UPPER,4,AISLE,False,True
SE0058290,CO000881,S3,22,LOWER,4,WINDOW,True,False
SE0058291,CO000881,S3,23,MIDDLE,4,MIDDLE,False,False
SE0058292,CO000881,S3,24,UPPER,4,AISLE,False,True
SE0058293,CO000881,S3,25,LOWER,5,WINDOW,True,False
SE0058294,CO000881,S3,26,MIDDLE,5,MIDDLE,False,False
SE0058295,CO000881,S3,27,UPPER,5,AISLE,False,True
SE0058296,CO000881,S3,28,LOWER,5,WINDOW,True,False
SE0058297,CO000881,S3,29,MIDDLE,5,MIDDLE,False,False
SE0058298,CO000881,S3,30,UPPER,5,AISLE,False,True
SE0058299,CO000881,S3,31,LOWER,6,WINDOW,True,False
SE0058300,CO000881,S3,32,MIDDLE,6,MIDDLE,False,False
SE0058301,CO000881,S3,33,UPPER,6,AISLE,False,True
SE0058302,CO000881,S3,34,LOWER,6,WINDOW,True,False
SE0058303,CO000881,S3,35,MIDDLE,6,MIDDLE,False,False
SE0058304,CO000881,S3,36,UPPER,6,AISLE,False,True
SE0058305,CO000881,S3,37,LOWER,7,WINDOW,True,False
SE0058306,CO000881,S3,38,MIDDLE,7,MIDDLE,False,False
SE0058307,CO000881,S3,39,UPPER,7,AISLE,False,True
SE0058308,CO000881,S3,40,LOWER,7,WINDOW,True,False
SE0058309,CO000881,S3,41,MIDDLE,7,MIDDLE,False,False
SE0058310,CO000881,S3,42,UPPER,7,AISLE,False,True
SE0058311,CO000881,S3,43,LOWER,8,WINDOW,True,False
SE0058312,CO000881,S3,44,MIDDLE,8,MIDDLE,False,False
SE0058313,CO000881,S3,45,UPPER,8,AISLE,False,True
SE0058314,CO000881,S3,46,LOWER,8,WINDOW,True,False
SE0058315,CO000881,S3,47,MIDDLE,8,MIDDLE,False,False
SE0058316,CO000881,S3,48,UPPER,8,AISLE,False,True
SE0058317,CO000881,S3,49,SIDE_LOWER,9,SIDE,False,False
SE0058318,CO000881,S3,50,SIDE_UPPER,9,SIDE,False,False
SE0058319,CO000881,S3,51,SIDE_LOWER,10,SIDE,False,False
SE0058320,CO000881,S3,52,SIDE_UPPER,10,SIDE,False,False
SE0058321,CO000881,S3,53,SIDE_LOWER,11,SIDE,False,False
SE0058322,CO000881,S3,54,SIDE_UPPER,11,SIDE,False,False
SE0058323,CO000881,S3,55,SIDE_LOWER,12,SIDE,False,False
SE0058324,CO000881,S3,56,SIDE_UPPER,12,SIDE,False,False
SE0058325,CO000881,S3,57,SIDE_LOWER,13,SIDE,False,False
SE0058326,CO000881,S3,58,SIDE_UPPER,13,SIDE,False,False
SE0058327,CO000881,S3,59,SIDE_LOWER,14,SIDE,False,False
SE0058328,CO000881,S3,60,SIDE_UPPER,14,SIDE,False,False
SE0058329,CO000881,S3,61,SIDE_LOWER,15,SIDE,False,False
SE0058330,CO000881,S3,62,SIDE_UPPER,15,SIDE,False,False
SE0058331,CO000881,S3,63,SIDE_LOWER,16,SIDE,False,False
SE0058332,CO000881,S3,64,SIDE_UPPER,16,SIDE,False,False
SE0058333,CO000881,S3,65,SIDE_LOWER,17,SIDE,False,False
SE0058334,CO000881,S3,66,SIDE_UPPER,17,SIDE,False,False
SE0058335,CO000881,S3,67,SIDE_LOWER,18,SIDE,False,False
SE0058336,CO000881,S3,68,SIDE_UPPER,18,SIDE,False,False
SE0058337,CO000881,S3,69,SIDE_LOWER,19,SIDE,False,False
SE0058338,CO000881,S3,70,SIDE_UPPER,19,SIDE,False,False
SE0058339,CO000881,S3,71,SIDE_LOWER,20,SIDE,False,False
SE0058340,CO000881,S3,72,SIDE_UPPER,20,SIDE,False,False
SE0058341,CO000882,S4,1,LOWER,1,WINDOW,True,False
SE0058342,CO000882,S4,2,MIDDLE,1,MIDDLE,False,False
SE0058343,CO000882,S4,3,UPPER,1,AISLE,False,True
SE0058344,CO000882,S4,4,LOWER,1,WINDOW,True,False
SE0058345,CO000882,S4,5,MIDDLE,1,MIDDLE,False,False
SE0058346,CO000882,S4,6,UPPER,1,AISLE,False,True
SE0058347,CO000882,S4,7,LOWER,2,WINDOW,True,False
SE0058348,CO000882,S4,8,MIDDLE,2,MIDDLE,False,False
SE0058349,CO000882,S4,9,UPPER,2,AISLE,False,True
SE0058350,CO000882,S4,10,LOWER,2,WINDOW,True,False
SE0058351,CO000882,S4,11,MIDDLE,2,MIDDLE,False,False
SE0058352,CO000882,S4,12,UPPER,2,AISLE,False,True
SE0058353,CO000882,S4,13,LOWER,3,WINDOW,True,False
SE0058354,CO000882,S4,14,MIDDLE,3,MIDDLE,False,False
SE0058355,CO000882,S4,15,UPPER,3,AISLE,False,True
SE0058356,CO000882,S4,16,LOWER,3,WINDOW,True,False
SE0058357,CO000882,S4,17,MIDDLE,3,MIDDLE,False,False
SE0058358,CO000882,S4,18,UPPER,3,AISLE,False,True
SE0058359,CO000882,S4,19,LOWER,4,WINDOW,True,False
SE0058360,CO000882,S4,20,MIDDLE,4,MIDDLE,False,False
SE0058361,CO000882,S4,21,UPPER,4,AISLE,False,True
SE0058362,CO000882,S4,22,LOWER,4,WINDOW,True,False
SE0058363,CO000882,S4,23,MIDDLE,4,MIDDLE,False,False
SE0058364,CO000882,S4,24,UPPER,4,AISLE,False,True
SE0058365,CO000882,S4,25,LOWER,5,WINDOW,True,False
SE0058366,CO000882,S4,26,MIDDLE,5,MIDDLE,False,False
SE0058367,CO000882,S4,27,UPPER,5,AISLE,False,True
SE0058368,CO000882,S4,28,LOWER,5,WINDOW,True,False
SE0058369,CO000882,S4,29,MIDDLE,5,MIDDLE,False,False
SE0058370,CO000882,S4,30,UPPER,5,AISLE,False,True
SE0058371,CO000882,S4,31,LOWER,6,WINDOW,True,False
SE0058372,CO000882,S4,32,MIDDLE,6,MIDDLE,False,False
SE0058373,CO000882,S4,33,UPPER,6,AISLE,False,True
SE0058374,CO000882,S4,34,LOWER,6,WINDOW,True,False
SE0058375,CO000882,S4,35,MIDDLE,6,MIDDLE,False,False
SE0058376,CO000882,S4,36,UPPER,6,AISLE,False,True
SE0058377,CO000882,S4,37,LOWER,7,WINDOW,True,False
SE0058378,CO000882,S4,38,MIDDLE,7,MIDDLE,False,False
SE0058379,CO000882,S4,39,UPPER,7,AISLE,False,True
SE0058380,CO000882,S4,40,LOWER,7,WINDOW,True,False
SE0058381,CO000882,S4,41,MIDDLE,7,MIDDLE,False,False
SE0058382,CO000882,S4,42,UPPER,7,AISLE,False,True
SE0058383,CO000882,S4,43,LOWER,8,WINDOW,True,False
SE0058384,CO000882,S4,44,MIDDLE,8,MIDDLE,False,False
SE0058385,CO000882,S4,45,UPPER,8,AISLE,False,True
SE0058386,CO000882,S4,46,LOWER,8,WINDOW,True,False
SE0058387,CO000882,S4,47,MIDDLE,8,MIDDLE,False,False
SE0058388,CO000882,S4,48,UPPER,8,AISLE,False,True
SE0058389,CO000882,S4,49,SIDE_LOWER,9,SIDE,False,False
SE0058390,CO000882,S4,50,SIDE_UPPER,9,SIDE,False,False
SE0058391,CO000882,S4,51,SIDE_LOWER,10,SIDE,False,False
SE0058392,CO000882,S4,52,SIDE_UPPER,10,SIDE,False,False
SE0058393,CO000882,S4,53,SIDE_LOWER,11,SIDE,False,False
SE0058394,CO000882,S4,54,SIDE_UPPER,11,SIDE,False,False
SE0058395,CO000882,S4,55,SIDE_LOWER,12,SIDE,False,False
SE0058396,CO000882,S4,56,SIDE_UPPER,12,SIDE,False,False
SE0058397,CO000882,S4,57,SIDE_LOWER,13,SIDE,False,False
SE0058398,CO000882,S4,58,SIDE_UPPER,13,SIDE,False,False
SE0058399,CO000882,S4,59,SIDE_LOWER,14,SIDE,False,False
SE0058400,CO000882,S4,60,SIDE_UPPER,14,SIDE,False,False
SE0058401,CO000882,S4,61,SIDE_LOWER,15,SIDE,False,False
SE0058402,CO000882,S4,62,SIDE_UPPER,15,SIDE,False,False
SE0058403,CO000882,S4,63,SIDE_LOWER,16,SIDE,False,False
SE0058404,CO000882,S4,64,SIDE_UPPER,16,SIDE,False,False
SE0058405,CO000882,S4,65,SIDE_LOWER,17,SIDE,False,False
SE0058406,CO000882,S4,66,SIDE_UPPER,17,SIDE,False,False
SE0058407,CO000882,S4,67,SIDE_LOWER,18,SIDE,False,False
SE0058408,CO000882,S4,68,SIDE_UPPER,18,SIDE,False,False
SE0058409,CO000882,S4,69,SIDE_LOWER,19,SIDE,False,False
SE0058410,CO000882,S4,70,SIDE_UPPER,19,SIDE,False,False
SE0058411,CO000882,S4,71,SIDE_LOWER,20,SIDE,False,False
SE0058412,CO000882,S4,72,SIDE_UPPER,20,SIDE,False,False
SE0058413,CO000883,S5,1,LOWER,1,WINDOW,True,False
SE0058414,CO000883,S5,2,MIDDLE,1,MIDDLE,False,False
SE0058415,CO000883,S5,3,UPPER,1,AISLE,False,True
SE0058416,CO000883,S5,4,LOWER,1,WINDOW,True,False
SE0058417,CO000883,S5,5,MIDDLE,1,MIDDLE,False,False
SE0058418,CO000883,S5,6,UPPER,1,AISLE,False,True
SE0058419,CO000883,S5,7,LOWER,2,WINDOW,True,False
SE0058420,CO000883,S5,8,MIDDLE,2,MIDDLE,False,False
SE0058421,CO000883,S5,9,UPPER,2,AISLE,False,True
SE0058422,CO000883,S5,10,LOWER,2,WINDOW,True,False
SE0058423,CO000883,S5,11,MIDDLE,2,MIDDLE,False,False
SE0058424,CO000883,S5,12,UPPER,2,AISLE,False,True
SE0058425,CO000883,S5,13,LOWER,3,WINDOW,True,False
SE0058426,CO000883,S5,14,MIDDLE,3,MIDDLE,False,False
SE0058427,CO000883,S5,15,UPPER,3,AISLE,False,True
SE0058428,CO000883,S5,16,LOWER,3,WINDOW,True,False
SE0058429,CO000883,S5,17,MIDDLE,3,MIDDLE,False,False
SE0058430,CO000883,S5,18,UPPER,3,AISLE,False,True
SE0058431,CO000883,S5,19,LOWER,4,WINDOW,True,False
SE0058432,CO000883,S5,20,MIDDLE,4,MIDDLE,False,False
SE0058433,CO000883,S5,21,UPPER,4,AISLE,False,True
SE0058434,CO000883,S5,22,LOWER,4,WINDOW,True,False
SE0058435,CO000883,S5,23,MIDDLE,4,MIDDLE,False,False
SE0058436,CO000883,S5,24,UPPER,4,AISLE,False,True
SE0058437,CO000883,S5,25,LOWER,5,WINDOW,True,False
SE0058438,CO000883,S5,26,MIDDLE,5,MIDDLE,False,False
SE0058439,CO000883,S5,27,UPPER,5,AISLE,False,True
SE0058440,CO000883,S5,28,LOWER,5,WINDOW,True,False
SE0058441,CO000883,S5,29,MIDDLE,5,MIDDLE,False,False
SE0058442,CO000883,S5,30,UPPER,5,AISLE,False,True
SE0058443,CO000883,S5,31,LOWER,6,WINDOW,True,False
SE0058444,CO000883,S5,32,MIDDLE,6,MIDDLE,False,False
SE0058445,CO000883,S5,33,UPPER,6,AISLE,False,True
SE0058446,CO000883,S5,34,LOWER,6,WINDOW,True,False
SE0058447,CO000883,S5,35,MIDDLE,6,MIDDLE,False,False
SE0058448,CO000883,S5,36,UPPER,6,AISLE,False,True
SE0058449,CO000883,S5,37,LOWER,7,WINDOW,True,False
SE0058450,CO000883,S5,38,MIDDLE,7,MIDDLE,False,False
SE0058451,CO000883,S5,39,UPPER,7,AISLE,False,True
SE0058452,CO000883,S5,40,LOWER,7,WINDOW,True,False
SE0058453,CO000883,S5,41,MIDDLE,7,MIDDLE,False,False
SE0058454,CO000883,S5,42,UPPER,7,AISLE,False,True
SE0058455,CO000883,S5,43,LOWER,8,WINDOW,True,False
SE0058456,CO000883,S5,44,MIDDLE,8,MIDDLE,False,False
SE0058457,CO000883,S5,45,UPPER,8,AISLE,False,True
SE0058458,CO000883,S5,46,LOWER,8,WINDOW,True,False
SE0058459,CO000883,S5,47,MIDDLE,8,MIDDLE,False,False
SE0058460,CO000883,S5,48,UPPER,8,AISLE,False,True
SE0058461,CO000883,S5,49,SIDE_LOWER,9,SIDE,False,False
SE0058462,CO000883,S5,50,SIDE_UPPER,9,SIDE,False,False
SE0058463,CO000883,S5,51,SIDE_LOWER,10,SIDE,False,False
SE0058464,CO000883,S5,52,SIDE_UPPER,10,SIDE,False,False
SE0058465,CO000883,S5,53,SIDE_LOWER,11,SIDE,False,False
SE0058466,CO000883,S5,54,SIDE_UPPER,11,SIDE,False,False
SE0058467,CO000883,S5,55,SIDE_LOWER,12,SIDE,False,False
SE0058468,CO000883,S5,56,SIDE_UPPER,12,SIDE,False,False
SE0058469,CO000883,S5,57,SIDE_LOWER,13,SIDE,False,False
SE0058470,CO000883,S5,58,SIDE_UPPER,13,SIDE,False,False
SE0058471,CO000883,S5,59,SIDE_LOWER,14,SIDE,False,False
SE0058472,CO000883,S5,60,SIDE_UPPER,14,SIDE,False,False
SE0058473,CO000883,S5,61,SIDE_LOWER,15,SIDE,False,False
SE0058474,CO000883,S5,62,SIDE_UPPER,15,SIDE,False,False
SE0058475,CO000883,S5,63,SIDE_LOWER,16,SIDE,False,False
SE0058476,CO000883,S5,64,SIDE_UPPER,16,SIDE,False,False
SE0058477,CO000883,S5,65,SIDE_LOWER,17,SIDE,False,False
SE0058478,CO000883,S5,66,SIDE_UPPER,17,SIDE,False,False
SE0058479,CO000883,S5,67,SIDE_LOWER,18,SIDE,False,False
SE0058480,CO000883,S5,68,SIDE_UPPER,18,SIDE,False,False
SE0058481,CO000883,S5,69,SIDE_LOWER,19,SIDE,False,False
SE0058482,CO000883,S5,70,SIDE_UPPER,19,SIDE,False,False
SE0058483,CO000883,S5,71,SIDE_LOWER,20,SIDE,False,False
SE0058484,CO000883,S5,72,SIDE_UPPER,20,SIDE,False,False
SE0058485,CO000884,B1,1,LOWER,1,WINDOW,True,False
SE0058486,CO000884,B1,2,MIDDLE,1,MIDDLE,False,False
SE0058487,CO000884,B1,3,UPPER,1,AISLE,False,True
SE0058488,CO000884,B1,4,LOWER,1,WINDOW,True,False
SE0058489,CO000884,B1,5,MIDDLE,1,MIDDLE,False,False
SE0058490,CO000884,B1,6,UPPER,1,AISLE,False,True
SE0058491,CO000884,B1,7,LOWER,2,WINDOW,True,False
SE0058492,CO000884,B1,8,MIDDLE,2,MIDDLE,False,False
SE0058493,CO000884,B1,9,UPPER,2,AISLE,False,True
SE0058494,CO000884,B1,10,LOWER,2,WINDOW,True,False
SE0058495,CO000884,B1,11,MIDDLE,2,MIDDLE,False,False
SE0058496,CO000884,B1,12,UPPER,2,AISLE,False,True
SE0058497,CO000884,B1,13,LOWER,3,WINDOW,True,False
SE0058498,CO000884,B1,14,MIDDLE,3,MIDDLE,False,False
SE0058499,CO000884,B1,15,UPPER,3,AISLE,False,True
SE0058500,CO000884,B1,16,LOWER,3,WINDOW,True,False
SE0058501,CO000884,B1,17,MIDDLE,3,MIDDLE,False,False
SE0058502,CO000884,B1,18,UPPER,3,AISLE,False,True
SE0058503,CO000884,B1,19,LOWER,4,WINDOW,True,False
SE0058504,CO000884,B1,20,MIDDLE,4,MIDDLE,False,False
SE0058505,CO000884,B1,21,UPPER,4,AISLE,False,True
SE0058506,CO000884,B1,22,LOWER,4,WINDOW,True,False
SE0058507,CO000884,B1,23,MIDDLE,4,MIDDLE,False,False
SE0058508,CO000884,B1,24,UPPER,4,AISLE,False,True
SE0058509,CO000884,B1,25,LOWER,5,WINDOW,True,False
SE0058510,CO000884,B1,26,MIDDLE,5,MIDDLE,False,False
SE0058511,CO000884,B1,27,UPPER,5,AISLE,False,True
SE0058512,CO000884,B1,28,LOWER,5,WINDOW,True,False
SE0058513,CO000884,B1,29,MIDDLE,5,MIDDLE,False,False
SE0058514,CO000884,B1,30,UPPER,5,AISLE,False,True
SE0058515,CO000884,B1,31,LOWER,6,WINDOW,True,False
SE0058516,CO000884,B1,32,MIDDLE,6,MIDDLE,False,False
SE0058517,CO000884,B1,33,UPPER,6,AISLE,False,True
SE0058518,CO000884,B1,34,LOWER,6,WINDOW,True,False
SE0058519,CO000884,B1,35,MIDDLE,6,MIDDLE,False,False
SE0058520,CO000884,B1,36,UPPER,6,AISLE,False,True
SE0058521,CO000884,B1,37,LOWER,7,WINDOW,True,False
SE0058522,CO000884,B1,38,MIDDLE,7,MIDDLE,False,False
SE0058523,CO000884,B1,39,UPPER,7,AISLE,False,True
SE0058524,CO000884,B1,40,LOWER,7,WINDOW,True,False
SE0058525,CO000884,B1,41,MIDDLE,7,MIDDLE,False,False
SE0058526,CO000884,B1,42,UPPER,7,AISLE,False,True
SE0058527,CO000884,B1,43,LOWER,8,WINDOW,True,False
SE0058528,CO000884,B1,44,MIDDLE,8,MIDDLE,False,False
SE0058529,CO000884,B1,45,UPPER,8,AISLE,False,True
SE0058530,CO000884,B1,46,LOWER,8,WINDOW,True,False
SE0058531,CO000884,B1,47,MIDDLE,8,MIDDLE,False,False
SE0058532,CO000884,B1,48,UPPER,8,AISLE,False,True
SE0058533,CO000884,B1,49,SIDE_LOWER,9,SIDE,False,False
SE0058534,CO000884,B1,50,SIDE_UPPER,9,SIDE,False,False
SE0058535,CO000884,B1,51,SIDE_LOWER,10,SIDE,False,False
SE0058536,CO000884,B1,52,SIDE_UPPER,10,SIDE,False,False
SE0058537,CO000884,B1,53,SIDE_LOWER,11,SIDE,False,False
SE0058538,CO000884,B1,54,SIDE_UPPER,11,SIDE,False,False
SE0058539,CO000884,B1,55,SIDE_LOWER,12,SIDE,False,False
SE0058540,CO000884,B1,56,SIDE_UPPER,12,SIDE,False,False
SE0058541,CO000884,B1,57,SIDE_LOWER,13,SIDE,False,False
SE0058542,CO000884,B1,58,SIDE_UPPER,13,SIDE,False,False
SE0058543,CO000884,B1,59,SIDE_LOWER,14,SIDE,False,False
SE0058544,CO000884,B1,60,SIDE_UPPER,14,SIDE,False,False
SE0058545,CO000884,B1,61,SIDE_LOWER,15,SIDE,False,False
SE0058546,CO000884,B1,62,SIDE_UPPER,15,SIDE,False,False
SE0058547,CO000884,B1,63,SIDE_LOWER,16,SIDE,False,False
SE0058548,CO000884,B1,64,SIDE_UPPER,16,SIDE,False,False
SE0058549,CO000885,B2,1,LOWER,1,WINDOW,True,False
SE0058550,CO000885,B2,2,MIDDLE,1,MIDDLE,False,False
SE0058551,CO000885,B2,3,UPPER,1,AISLE,False,True
SE0058552,CO000885,B2,4,LOWER,1,WINDOW,True,False
SE0058553,CO000885,B2,5,MIDDLE,1,MIDDLE,False,False
